Class or Package Name, Initialization Kind, Reasons
com.oracle.svm.core.jdk.Target_java_lang_invoke_VarHandleFloats_FieldStaticReadOnly, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_lang_invoke_VarHandleInts_Array, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_lang_invoke_VarHandleInts_FieldInstanceReadOnly, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_lang_invoke_VarHandleInts_FieldStaticReadOnly, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_lang_invoke_VarHandleLongs_Array, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_lang_invoke_VarHandleLongs_FieldInstanceReadOnly, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_lang_invoke_VarHandleLongs_FieldStaticReadOnly, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_lang_invoke_VarHandleObjects_Array, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_lang_invoke_VarHandleObjects_FieldInstanceReadOnly, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_lang_invoke_VarHandleObjects_FieldStaticReadOnly, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_lang_invoke_VarHandleShorts_Array, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_lang_invoke_VarHandleShorts_FieldInstanceReadOnly, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_lang_invoke_VarHandleShorts_FieldStaticReadOnly, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_lang_module_ModuleReference, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_lang_reflect_Array, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_math_BigInteger, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_net_URL, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_net_URLClassLoader, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_nio_Bits_JDK11, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_nio_Buffer, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_nio_DirectByteBuffer, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_nio_DirectByteBufferR_JDK11OrEarlier, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_nio_DirectByteBuffer_JDK11OrEarlier, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_nio_channels_spi_SelectorProvider, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_nio_charset_CharsetEncoder, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_nio_file_spi_FileSystemProvider, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_security_AccessControlContext, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_security_AccessController, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_security_Policy, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_security_Policy_PolicyInfo, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_time_zone_ZoneRules, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_AbstractMap, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_Calendar, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_Collections_SynchronizedMap, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_Collections_UnmodifiableMap, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_Currency, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_EnumMap, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_HashMap, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_Hashtable, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_IdentityHashMap, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_JapaneseImperialCalendar, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_Optional, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_ServiceLoader, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_ServiceLoader_LazyClassPathLookupIterator, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_ServiceLoader_ModuleServicesLookupIterator, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_ServiceLoader_ProviderImpl, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_SplittableRandom, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_TimeZone, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_TreeMap, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_TreeMap_EntrySet, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_TreeMap_KeySet, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_WeakHashMap, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_concurrent_CompletableFuture, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_concurrent_ConcurrentHashMap, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_concurrent_ConcurrentHashMap_EntrySetView, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_concurrent_ConcurrentHashMap_KeySetView, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_concurrent_ConcurrentHashMap_ValuesView, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_concurrent_ConcurrentSkipListMap, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_concurrent_ConcurrentSkipListMap_EntrySet, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_concurrent_ConcurrentSkipListMap_KeySet, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_concurrent_ConcurrentSkipListMap_SubMap, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_concurrent_ConcurrentSkipListMap_Values, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_concurrent_Exchanger, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_concurrent_ForkJoinPool, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_concurrent_ForkJoinTask_ExceptionNode, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_concurrent_ForkJoinTask_JDK16OrEarlier, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_concurrent_ThreadLocalRandom, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_concurrent_atomic_AtomicIntegerFieldUpdater_AtomicIntegerFieldUpdaterImpl, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_concurrent_atomic_AtomicLongFieldUpdater_CASUpdater, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_concurrent_atomic_AtomicLongFieldUpdater_LockedUpdater, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_concurrent_atomic_AtomicReferenceFieldUpdater_AtomicReferenceFieldUpdaterImpl, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_logging_SimpleFormatter_JDK11OrLater, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_zip_ZipFile_Source, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_java_util_zip_ZipFile_Source_Key, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_javax_crypto_CryptoAllPermission, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_javax_crypto_JceSecurity, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_javax_crypto_JceSecurityManager, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_javax_crypto_ProviderVerifier, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_javax_net_ssl_SSLContext, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_internal_access_JavaAWTAccess, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_internal_access_JavaLangAccess, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_internal_access_SharedSecrets, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_internal_jrtfs_JrtFileSystemProvider_JRTDisabled, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_internal_loader_BootLoader, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_internal_loader_BuiltinClassLoader, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_internal_loader_ClassLoaderHelper, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_internal_loader_ClassLoaders, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_internal_loader_Loader, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_internal_loader_Resource_JDK11OrLater, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_internal_loader_URLClassPath, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_internal_misc_VM, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_internal_module_SystemModuleFinders_SystemImage_JRTDisabled, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_internal_reflect_AccessorGenerator, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_internal_reflect_MethodAccessorGenerator, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_internal_reflect_Reflection, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_internal_reflect_SerializationConstructorAccessorImpl, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_internal_util_StaticProperty, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_nashorn_api_scripting_ClassFilter, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_nashorn_api_scripting_NashornScriptEngineFactory, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_nio_zipfs_ZipFileSystemProvider, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_jdk_vm_ci_services_Services, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_sun_misc_Unsafe_JDK11OrLater, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_sun_net_spi_DefaultProxySelector, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_sun_net_www_protocol_jrt_Handler_JRTDisabled, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.jdk.Target_sun_nio_ch_Util, BUILD_TIME, substitutions are always initialized
